id,class4,p
524,nonevent,0.5339504162312032
525,nonevent,0.009230876846048472
526,nonevent,0.02435265367598725
527,II,0.8555570236887262
528,nonevent,0.3114671130389086
529,nonevent,0.05999571148168169
530,nonevent,0.039824681928479405
531,Ib,0.9560064230564808
532,nonevent,0.03418307444319981
533,nonevent,0.45720695889732055
534,nonevent,0.1630475187262544
535,Ib,0.7047284164644423
536,nonevent,0.003967660066854384
537,Ib,0.8650581934493601
538,Ib,0.9320366065192405
539,nonevent,0.03327005376087128
540,nonevent,0.19201804500405317
541,nonevent,0.0014225644002175627
542,Ib,0.7388895099093887
543,nonevent,0.050186923210265286
544,nonevent,0.5059129744996359
545,nonevent,0.046549019550869146
546,Ib,0.9566996302906713
547,nonevent,0.38362023741121287
548,nonevent,0.3671915310385484
549,nonevent,0.2985735109844211
550,II,0.7687448281736203
551,II,0.5667246672527706
552,nonevent,0.02875631996406101
553,II,0.7485811819904044
554,nonevent,0.05206176356301238
555,II,0.7402747653181371
556,Ib,0.9577321002406247
557,II,0.7326322191185108
558,II,0.6532168164613011
559,nonevent,0.24603210437310583
560,Ib,0.5902244816832329
561,nonevent,0.08043125746488988
562,Ib,0.9566387777643939
563,II,0.860983797747262
564,Ib,0.9641360869704576
565,Ib,0.8976092082911945
566,Ib,0.9675933061252605
567,II,0.9809551449173367
568,nonevent,0.49846192703481323
569,nonevent,0.034417347896264563
570,Ib,0.9413365858368913
571,II,0.8169532521080698
572,nonevent,0.034928000066284395
573,II,0.9565917144999421
574,II,0.8823797788597243
575,nonevent,0.0989537707717223
576,Ib,0.9182963415462209
577,Ib,0.9215435192150199
578,Ib,0.9513479298736424
579,II,0.996685680382322
580,nonevent,0.049869606378679675
581,Ib,0.9223426108379498
582,II,0.5682777452311213
583,nonevent,0.021163514258668248
584,Ib,0.8098656939670378
585,nonevent,0.19753397790114546
586,II,0.6658531622059825
587,nonevent,0.08066624002486572
588,II,0.7280733418855031
589,nonevent,0.13255869237235576
590,nonevent,0.021444545306243137
591,nonevent,0.05344440469016031
592,II,0.9816997581283423
593,nonevent,0.6912034439740237
594,nonevent,0.15621996141787936
595,nonevent,0.0906063017807482
596,nonevent,0.17681294973353062
597,Ib,0.9801074021384409
598,Ib,0.9853858957221191
599,II,0.8263323149215338
600,II,0.8829523428110806
601,II,0.9350781204106954
602,II,0.5913854438337027
603,II,0.8277756459840162
604,nonevent,0.137191540136692
605,nonevent,0.41010001048741007
606,Ib,0.9429491062633835
607,nonevent,0.21575807408266104
608,II,0.7273887171199482
609,nonevent,0.2744785943736148
610,Ib,0.8030382654007576
611,nonevent,0.06635973862163522
612,II,0.8828965599844955
613,nonevent,0.11467816726546154
614,II,0.6347794111374869
615,II,0.865660002097401
616,nonevent,0.01499487514991777
617,nonevent,0.027733744125616938
618,II,0.49359110173291054
619,nonevent,0.022732237984187588
620,nonevent,0.4316274725902337
621,nonevent,0.19490635115377883
622,nonevent,0.005280876069872678
623,nonevent,0.0510180646665545
624,nonevent,0.06571686550449163
625,nonevent,0.05408485703813043
626,Ib,0.9031885456867959
627,nonevent,0.07240067335976734
628,nonevent,0.17284464197807528
629,Ib,0.8152258915760635
630,II,0.8004426558816025
631,II,0.8579695389033237
632,Ib,0.9404908927849923
633,nonevent,0.0695152187872611
634,II,0.6868826085440443
635,Ib,0.9431373081073752
636,nonevent,0.0654869336964906
637,nonevent,0.1383138653458478
638,nonevent,0.030041776922866106
639,nonevent,0.12507442033787255
640,nonevent,0.043926396109645494
641,Ib,0.9581635597011603
642,nonevent,0.010590692580043451
643,nonevent,0.014364020097886829
644,nonevent,0.08785248291664818
645,Ib,0.9386197768645536
646,nonevent,0.014931812089755699
647,nonevent,0.38846294615034727
648,II,0.8857870974790175
649,Ia,0.5331584403036113
650,nonevent,0.5216168994762879
651,II,0.8823632071625321
652,nonevent,0.044562807158180805
653,Ib,0.8981040809382949
654,Ib,0.9840308857990614
655,nonevent,0.061438307890216384
656,Ib,0.971988273951396
657,nonevent,0.4214063570068233
658,nonevent,0.15906618180861795
659,nonevent,0.11817335947997193
660,Ib,0.9570036779781584
661,nonevent,0.09038471060316014
662,II,0.7584904754865971
663,nonevent,0.029669966089447216
664,nonevent,0.6867718492190381
665,II,0.7581031003794475
666,nonevent,0.03913304172299944
667,nonevent,0.00555665016944275
668,Ib,0.8668081919564901
669,Ib,0.8139859067522499
670,nonevent,0.07044068570656203
671,nonevent,0.04393145969136069
672,nonevent,0.10295553984070693
673,Ib,0.9457643358420913
674,nonevent,0.06159264177502619
675,nonevent,0.025866135855703513
676,Ib,0.9778235929945761
677,nonevent,0.5193044602063134
678,nonevent,0.4872614863941122
679,Ib,0.7700254435466074
680,II,0.9022031544573073
681,Ib,0.968025646999526
682,nonevent,0.4135102515820501
683,II,0.6823307351301767
684,nonevent,0.044348623895226286
685,II,0.6688131502956517
686,Ib,0.8749619784292212
687,Ib,0.9506500617406003
688,Ib,0.8712285836839121
689,nonevent,0.05275511714377817
690,Ib,0.8087335861695667
691,nonevent,0.5095259881275228
692,Ib,0.9377638752792542
693,nonevent,0.06343370893779086
694,II,0.17414306403921032
695,nonevent,0.003022835450986597
696,II,0.5199572597653863
697,Ib,0.8834719000988142
698,nonevent,0.052002504803389644
699,Ib,0.9060328447425543
700,nonevent,0.18162882243038603
701,nonevent,0.06627054870647262
702,nonevent,0.4303424419378764
703,II,0.9554577325623271
704,nonevent,0.025789317076714977
705,nonevent,0.06225017357176602
706,nonevent,0.03308396390956417
707,Ib,0.875021825967532
708,II,0.9064622337941807
709,nonevent,0.00987825172607163
710,nonevent,0.032406450739496495
711,Ib,0.9537082454823682
712,II,0.7852975977500352
713,II,0.9448440621168988
714,nonevent,0.1183365226410712
715,nonevent,0.05773098153671537
716,nonevent,0.6047577875223361
717,nonevent,0.16743250869987522
718,nonevent,0.03916231514836494
719,Ib,0.8658154939424758
720,Ib,0.9286006402928427
721,Ib,0.9325889503070526
722,II,0.7544094978521805
723,Ib,0.9708354646244128
724,II,0.8068896425749768
725,nonevent,0.08906457885461141
726,nonevent,0.2506521170693078
727,nonevent,0.25818770637337213
728,nonevent,0.041309586195844614
729,II,0.9773563782525668
730,nonevent,0.14689920997031575
731,Ib,0.9569997020189415
732,Ib,0.9106898583535422
733,Ib,0.9178851351716635
734,Ib,0.9066342930491903
735,nonevent,0.2465181245326449
736,nonevent,0.06066913987960536
737,Ib,0.9503940832645749
738,nonevent,0.12279865993622166
739,nonevent,0.4837866254269002
740,Ib,0.9352642968610304
741,Ib,0.9529163258802733
742,nonevent,0.05994553139408221
743,nonevent,0.2498216912515639
744,nonevent,0.010953378014848315
745,Ib,0.8307509245952521
746,II,0.7321144941601156
747,Ib,0.9603516006587595
748,II,0.39013446952602826
749,nonevent,0.13188439901362167
750,nonevent,0.5682133870815854
751,nonevent,0.015363001358887003
752,nonevent,0.7177549292205121
753,nonevent,0.3145096771121027
754,nonevent,0.01806675952721445
755,nonevent,0.030693068990312277
756,nonevent,0.2636043370521632
757,nonevent,0.3392143575939135
758,II,0.6906193377222407
759,Ib,0.9492994454871106
760,II,0.973466151824798
761,II,0.9794815371429096
762,Ib,0.9656432670125286
763,nonevent,0.02521084072204713
764,Ib,0.9654359816749456
765,nonevent,0.46320216837915873
766,II,0.8485156364226434
767,II,0.8351255379109311
768,II,0.6609787352431723
769,nonevent,0.27355295223882387
770,nonevent,0.008615993330323087
771,Ia,0.4415420800488302
772,nonevent,0.23641675278211266
773,nonevent,0.04218939634972075
774,II,0.6722200573468305
775,II,0.45724257750015873
776,nonevent,0.021477064132339713
777,II,0.8714376455249441
778,nonevent,0.06425153503759229
779,Ib,0.9509243068992452
780,nonevent,0.014616373000236086
781,Ib,0.8682024669892309
782,nonevent,0.30925894566513457
783,nonevent,0.005628192285265843
784,nonevent,0.03883512900453877
785,II,0.9175880008937208
786,II,0.8934941645986709
787,Ib,0.9230480824530742
788,II,0.7024191237652039
789,nonevent,0.033800664752806464
790,nonevent,0.3603554647005396
791,Ib,0.9817489144229714
792,II,0.7325593293866569
793,II,0.7564344555351904
794,II,0.6103107546213505
795,nonevent,0.06919313273724861
796,nonevent,0.08877264248433955
797,Ib,0.9530318205455733
798,II,0.886569616192852
799,nonevent,0.3055978357260921
800,II,0.9597786823413677
801,Ib,0.8944896041988806
802,II,0.5898368551577529
803,nonevent,0.18637544835085415
804,nonevent,0.028905863749201993
805,nonevent,0.06495306184370005
806,nonevent,0.35710828524788046
807,II,0.6576023676702192
808,nonevent,0.4512350228113134
809,Ib,0.927741197956107
810,nonevent,0.5730642308814407
811,nonevent,0.17613912184691896
812,II,0.8155635982835155
813,II,0.5448363304727815
814,nonevent,0.03653137540807119
815,nonevent,0.18317198875113344
816,II,0.9321801572111303
817,nonevent,0.0683944975430188
818,II,0.7601243657264248
819,II,0.9100577688153979
820,nonevent,0.1436375662745773
821,Ib,0.97227913088129
822,nonevent,0.21234280378926948
823,nonevent,0.06374903486091879
824,Ib,0.8054038727116424
825,nonevent,0.06782120946703846
826,II,0.9849834595130108
827,nonevent,0.039521609552220366
828,nonevent,0.5346652434467962
829,Ib,0.9556771849477809
830,nonevent,0.01482329950825296
831,II,0.8903913897105605
832,Ib,0.9816254983260537
833,nonevent,0.0286525061499202
834,nonevent,0.04135145206629724
835,nonevent,0.38600686441442406
836,nonevent,3.791967708646066e-05
837,nonevent,0.14838541397197746
838,II,0.9577635657861071
839,Ib,0.9526805530974457
840,nonevent,0.06357906390527299
841,nonevent,0.4405513025343121
842,nonevent,0.04412933842384248
843,nonevent,0.184674151136063
844,II,0.7390310261568652
845,II,0.8529970355732842
846,II,0.9477579993769178
847,nonevent,0.5828327707360416
848,II,0.601702933955168
849,nonevent,0.03636525723652863
850,nonevent,0.4791410718271535
851,Ib,0.9329905786827352
852,Ib,0.97734952832781
853,Ib,0.7125337499435757
854,Ib,0.9559577750995514
855,II,0.9449806438309712
856,nonevent,0.018317845597849342
857,Ib,0.8563785881385176
858,Ib,0.8495714769741454
859,II,0.9901562396454481
860,Ib,0.9650848960018653
861,nonevent,0.3072390302601745
862,nonevent,0.0104758133726786
863,nonevent,0.03488550446669291
864,Ib,0.9514941458591403
865,II,0.490682774606464
866,nonevent,0.024857811604509422
867,nonevent,0.18830146341160467
868,II,0.8915345652578163
869,nonevent,0.04908327580257479
870,nonevent,0.004012995024461282
871,II,0.774881123525516
872,nonevent,0.34354475555384556
873,nonevent,0.10386939695674867
874,nonevent,0.41923291948572183
875,nonevent,0.1482650798843423
876,nonevent,0.2852581234709198
877,II,0.8191777901791413
878,nonevent,0.32515212515072744
879,Ib,0.9382180607812336
880,nonevent,0.024074689548657865
881,nonevent,0.1395829863355448
882,nonevent,0.03659822484323798
883,nonevent,0.002433023027258319
884,nonevent,0.040608548726332266
885,nonevent,0.22887564949197553
886,nonevent,0.06448421997008656
887,II,0.771689142216499
888,Ib,0.944601118163253
889,Ib,0.9615857277926927
890,nonevent,0.4160755496851649
891,nonevent,0.0011460555355889451
892,nonevent,0.04449793170666175
893,Ib,0.9282972644122882
894,nonevent,0.041546720996876695
895,nonevent,0.20657375519999518
896,Ib,0.9510738971136621
897,nonevent,0.024643199684530007
898,Ib,0.8919617822597882
899,II,0.9960591384626567
900,II,0.47886679338733273
901,II,0.9812043461982789
902,nonevent,0.025161050735398316
903,Ib,0.9579372615242537
904,nonevent,0.6009450583613757
905,II,0.6339599407906138
906,Ib,0.8731916481288954
907,Ib,0.9874058235386509
908,Ib,0.7926490953847035
909,nonevent,0.23370073882865094
910,nonevent,0.05528235459585004
911,nonevent,0.00897994041487086
912,Ib,0.9623465673189816
913,nonevent,0.03520839602206626
914,nonevent,0.04158045299850489
915,nonevent,0.4440909184847307
916,nonevent,0.005693704354588982
917,nonevent,0.030036958706657325
918,nonevent,0.014243890216380386
919,Ib,0.9420900809238819
920,II,0.6152927712398065
921,II,0.41404711832570107
922,nonevent,0.06311479614836572
923,nonevent,0.2917250723378711
924,nonevent,0.16338171721182793
925,II,0.806963636451619
926,II,0.5760549155140258
927,nonevent,0.22496482285871258
928,nonevent,0.11029933743405619
929,nonevent,0.004000774051992067
930,nonevent,0.03427835047384625
931,II,0.7072664054705893
932,nonevent,0.08873697895015945
933,Ib,0.7157772769151612
934,nonevent,0.22940326795712326
935,II,0.984695045431578
936,nonevent,0.019710643369412733
937,II,0.6176750063036727
938,nonevent,0.34324741646746243
939,nonevent,0.033499123897108185
940,nonevent,0.1322959711573756
941,Ib,0.9373218630360091
942,nonevent,0.32008966267104283
943,nonevent,0.09814796987545604
944,II,0.6606115542181386
945,II,0.9444414187607673
946,nonevent,0.25029834877873147
947,nonevent,0.03137664022755876
948,II,0.9258997738143435
949,Ib,0.7363938386618875
950,nonevent,0.06798636340410996
951,nonevent,0.03840859221905355
952,II,0.8523077043588164
953,nonevent,0.5091772796123535
954,nonevent,0.05187969443105997
955,II,0.9852139832400327
956,nonevent,0.042808597625978474
957,nonevent,0.006959097485164746
958,nonevent,0.025225825710121365
959,Ib,0.8660552400878858
960,nonevent,0.056477978712915905
961,Ib,0.9479688685169836
962,Ib,0.9436773821594655
963,Ib,0.766809235482681
964,Ib,0.9696419869324878
965,nonevent,0.42578144092291126
966,nonevent,0.07781272440694696
967,II,0.7863325060924942
968,nonevent,0.14061511420806394
969,nonevent,0.1191911073963835
970,nonevent,0.32703453648227027
971,nonevent,0.016777082518065187
972,Ib,0.8135832446672132
973,II,0.9560251142430939
974,nonevent,0.010280639710897935
975,Ib,0.944205997923507
976,nonevent,0.06338942667414288
977,nonevent,0.08646362986949092
978,Ib,0.8215216681675032
979,nonevent,0.3939638808917558
980,II,0.8854267778972156
981,nonevent,0.09336536299144663
982,II,0.5792123373573052
983,nonevent,0.5055149387586225
984,Ib,0.7813595620381094
985,Ib,0.7849063273891485
986,Ib,0.6573318362858608
987,II,0.9560418456740913
988,Ib,0.8793291938736401
989,Ib,0.928603097435864
990,II,0.9156600302915856
991,nonevent,0.017771114602858497
992,II,0.7200364778762642
993,nonevent,0.04999340629343702
994,nonevent,0.015747855600328178
995,Ib,0.9780369962565102
996,nonevent,0.032466709331698256
997,nonevent,0.005121038374104198
998,nonevent,0.10899597041393337
999,nonevent,0.21249979568869767
1000,nonevent,0.011152503155754313
1001,nonevent,0.02231435827052249
1002,nonevent,0.5442760193277331
1003,Ib,0.9254081266306189
1004,Ib,0.8750336516439583
1005,II,0.584841544248152
1006,Ib,0.9126282872650148
1007,II,0.7889150908085455
1008,Ib,0.826585967011608
1009,nonevent,0.22038832399424146
1010,nonevent,0.056887972764220564
1011,II,0.9929661548841798
1012,Ib,0.9305889350399289
1013,Ib,0.7036922844739253
1014,nonevent,0.013438871813855495
1015,nonevent,0.25554764974652083
1016,nonevent,0.42933940094449974
1017,nonevent,0.06295329457609065
1018,nonevent,0.021674161299824277
1019,II,0.8911694875960765
1020,nonevent,0.4869707523247919
1021,II,0.5164288836645728
1022,nonevent,0.06428545752659276
1023,nonevent,0.050843038770009306
1024,Ib,0.9691938269348875
1025,Ib,0.9112285640148553
1026,II,0.8861291642169784
1027,nonevent,0.08688839097541359
1028,II,0.9229017455047133
1029,nonevent,0.01404234689761206
1030,nonevent,0.023761141938375967
1031,Ib,0.98632434484661
1032,nonevent,0.24740125347863565
1033,nonevent,0.05374962634737703
1034,nonevent,0.04605912269927582
1035,II,0.7895549587524691
1036,nonevent,0.0871798633532874
1037,nonevent,0.04175990725533207
1038,nonevent,0.3610317036723016
1039,Ib,0.9303276486779268
1040,nonevent,0.005654162384149374
1041,nonevent,0.02588568409766067
1042,nonevent,0.4504842902061101
1043,nonevent,0.03473182490282115
1044,Ib,0.851940816309368
1045,nonevent,0.019973269483063587
1046,Ib,0.9316565462787536
1047,II,0.9105573284656044
1048,nonevent,0.2973619544005884
1049,Ib,0.9531136025129238
1050,nonevent,0.3479124292698209
1051,Ib,0.7301465027527136
1052,nonevent,0.4683960222186267
1053,nonevent,0.04358633575208568
1054,II,0.8167264665864638
1055,II,0.8433947992356671
1056,nonevent,0.30483951390890196
1057,Ib,0.9795763344619746
1058,nonevent,0.07374655981961876
1059,nonevent,0.06520414491548977
1060,nonevent,0.11840983609750697
1061,II,0.979942564163331
1062,nonevent,0.026545078017510743
1063,II,0.8847298161928666
1064,nonevent,0.02183310821703621
1065,nonevent,0.2253570528117592
1066,nonevent,0.2939305741333166
1067,nonevent,0.021809229362221995
1068,Ib,0.9020277910184278
1069,nonevent,0.3022879379552717
1070,Ib,0.973812633989756
1071,II,0.7568769723499552
1072,II,0.7725143998125604
1073,nonevent,0.011224449127373528
1074,nonevent,0.027467169823387056
1075,nonevent,0.018963714478454047
1076,nonevent,0.07557753002776796
1077,II,0.7823322492200516
1078,Ib,0.9017062490729778
1079,Ib,0.8192919252446271
1080,nonevent,0.3265661130326019
1081,nonevent,0.3318346475371069
1082,Ib,0.946199384403087
1083,II,0.8665816289447754
1084,II,0.6451326291063838
1085,nonevent,0.36680100686582423
1086,nonevent,0.0935659846373152
1087,Ib,0.9569489788943923
1088,II,0.3959533460858773
1089,nonevent,0.5972501834631554
1090,Ib,0.9686995670322007
1091,nonevent,0.0385726396180597
1092,nonevent,0.10552864276212096
1093,nonevent,0.12630510208519666
1094,II,0.8829303836872352
1095,nonevent,0.03205855886767994
1096,nonevent,0.1192639307665303
1097,II,0.8633785870067253
1098,II,0.8678727491392958
1099,II,0.9666169135466737
1100,II,0.9505349228505231
1101,nonevent,0.01176713571044133
1102,nonevent,0.04317053035949986
1103,II,0.9889844955872937
1104,Ib,0.8294863751328443
1105,nonevent,0.025971169125806253
1106,nonevent,0.05721378141284582
1107,Ib,0.9805900517514798
1108,nonevent,0.05370174941326748
1109,nonevent,0.1402221235697653
1110,nonevent,0.15412779802428023
1111,nonevent,0.004667271408035663
1112,Ib,0.9685697791026828
1113,II,0.953328096360206
1114,II,0.6955664984294748
1115,II,0.5707314807781753
1116,nonevent,0.14294619644113393
1117,nonevent,0.04706869328831548
1118,Ib,0.9542556536651906
1119,nonevent,0.11332532984111812
1120,II,0.9595868737926483
1121,Ib,0.9185917863900639
1122,II,0.4932034225874655
1123,nonevent,0.03506382539834181
1124,II,0.8806283764585646
1125,II,0.4654407180294231
1126,II,0.964835280498993
1127,nonevent,0.04455771535211067
1128,Ib,0.92182129583747
1129,Ia,0.7741137767547625
1130,II,0.9571099627511709
1131,nonevent,0.2815378022431993
1132,nonevent,0.07410650186099405
1133,Ib,0.9068152759934308
1134,nonevent,0.04196126606453704
1135,II,0.8438365860376873
1136,nonevent,0.005776753347566815
1137,nonevent,0.04090221709728971
1138,nonevent,0.44428557463965973
1139,Ib,0.9719756413594036
1140,Ib,0.883969464522985
1141,nonevent,0.06923856695083633
1142,nonevent,0.14570854559438515
1143,nonevent,5.9341697985157575e-09
1144,Ib,0.7083636051161437
1145,II,0.930827891909223
1146,nonevent,0.018245174531719588
1147,II,0.965040934343054
1148,nonevent,0.04045328887224213
1149,nonevent,0.029480636414217384
1150,nonevent,0.09408546392215754
1151,II,0.9962677507648933
1152,II,0.8932876080250799
1153,II,0.9956794664845425
1154,nonevent,0.32983346945287734
1155,Ib,0.8621435379529767
1156,Ib,0.9064688757885838
1157,Ib,0.89215976628626
1158,Ib,0.9774506025654423
1159,Ib,0.8387247839269707
1160,nonevent,0.08556047294750517
1161,nonevent,0.03461165065249317
1162,II,0.8290265822832826
1163,nonevent,0.025136493925055826
1164,II,0.9080944311767792
1165,Ib,0.8411689706690669
1166,nonevent,0.017242193072131238
1167,nonevent,0.027199701294629206
1168,nonevent,0.09708966415712093
1169,Ib,0.9226703853648798
1170,Ib,0.9468007479860788
1171,nonevent,0.02105783577511465
1172,nonevent,0.04652207717658835
1173,Ib,0.9485295144287409
1174,nonevent,0.008119657031172392
1175,II,0.56207611592382
1176,nonevent,0.02724132408485131
1177,Ib,0.8664957641774031
1178,Ib,0.8233675709449508
1179,II,0.6510534020744881
1180,Ib,0.9247863074833974
1181,II,0.9184262956590087
1182,II,0.9244635480525181
1183,nonevent,0.05956624054733395
1184,Ib,0.9804277051772492
1185,nonevent,0.024905201925442065
1186,nonevent,0.340039645220495
1187,nonevent,0.048100743644104674
1188,nonevent,0.5307520676473574
1189,Ib,0.8912395906650038
1190,nonevent,0.0028293045708054037
1191,nonevent,0.2676826878332237
1192,nonevent,0.4968091700081842
1193,Ib,0.6964118997685852
1194,Ib,0.9184317461152459
1195,nonevent,0.15260158913078073
1196,Ib,0.8898165589644922
1197,Ib,0.5627936417993624
1198,Ib,0.9623435215343201
1199,Ib,0.6758631464838297
1200,nonevent,0.012997212884911083
1201,nonevent,0.007333717616650843
1202,nonevent,0.14852889298369681
1203,nonevent,0.03549866820341038
1204,nonevent,0.2839349369280949
1205,nonevent,0.20682050325229925
1206,nonevent,0.026359483995826695
1207,II,0.8166142688378557
1208,II,0.6291840375913846
1209,II,0.6464124978000251
1210,II,0.7382279831947791
1211,nonevent,0.05235019069386053
1212,nonevent,0.07246892207666789
1213,nonevent,0.14367003716584864
1214,II,0.7492840389423503
1215,nonevent,0.22186702015957172
1216,nonevent,0.1670745715511736
1217,nonevent,0.15549707921818667
1218,II,0.9331269286870253
1219,Ib,0.8228440030123617
1220,nonevent,0.08050984889686758
1221,nonevent,0.061569196306420756
1222,nonevent,0.4493295834741563
1223,Ib,0.9300284733144878
1224,nonevent,0.039024895646175305
1225,nonevent,0.08037574421866714
1226,Ib,0.961994250307303
1227,nonevent,0.033143432229140006
1228,nonevent,0.07526930432111072
1229,nonevent,0.014275163716455964
1230,nonevent,0.06647995312663804
1231,nonevent,0.46751038676672313
1232,Ib,0.9287638511857178
1233,Ib,0.8517102554419257
1234,Ib,0.9432974834180254
1235,nonevent,0.0003530014210084235
1236,nonevent,0.004643858542431618
1237,II,0.9445339251127512
1238,nonevent,0.09287111808917634
1239,nonevent,0.050708401570381326
1240,II,0.8816841730072744
1241,nonevent,0.19511787498090716
1242,nonevent,0.43191826494188
1243,nonevent,0.03706422956651947
1244,nonevent,0.4831338912850838
1245,nonevent,0.08569882311819216
1246,nonevent,0.5798089119618567
1247,nonevent,0.046109877743738814
1248,nonevent,0.008279287332766146
1249,II,0.7051989348310174
1250,nonevent,0.1970478802913211
1251,Ib,0.8571588360082756
1252,II,0.7210582788000124
1253,II,0.7515786581135259
1254,nonevent,0.3327650949108916
1255,Ib,0.925217737321981
1256,nonevent,0.011256726596036276
1257,nonevent,0.27780243901082957
1258,II,0.7539158775390757
1259,Ib,0.8947862476559372
1260,nonevent,0.28028603810720004
1261,Ib,0.9171664552036325
1262,nonevent,0.06373162641372918
1263,nonevent,0.412754525062573
1264,nonevent,0.02003904741795227
1265,nonevent,0.021363761896416283
1266,nonevent,0.03926858737572046
1267,Ib,0.9122772611546948
1268,II,0.9802141761628353
1269,Ib,0.9478209841171403
1270,nonevent,0.4469554808963149
1271,nonevent,0.09016543766541732
1272,Ib,0.9771858019638583
1273,nonevent,0.432510859214715
1274,Ib,0.9246091300182944
1275,II,0.6933942476702629
1276,Ib,0.931259289056508
1277,II,0.7264547675098205
1278,Ib,0.8946694169937958
1279,nonevent,0.0029096338177154895
1280,nonevent,0.328647309121292
1281,nonevent,0.1058708388350641
1282,nonevent,0.0018120661748877844
1283,nonevent,0.5500765448550251
1284,II,0.46948782886680634
1285,nonevent,0.00017940863867950155
1286,nonevent,0.10894358204879764
1287,II,0.7035766608880407
1288,nonevent,0.07167509328758129
1289,II,0.5652774757938814
1290,Ib,0.8730223115413954
1291,Ib,0.9336190678161977
1292,nonevent,0.03295453879592202
1293,nonevent,0.07472822362976207
1294,Ib,0.9490378513056705
1295,nonevent,0.014769992810647798
1296,nonevent,0.3262122130667438
1297,II,0.5437740320658097
1298,Ib,0.938108392890103
1299,II,0.9091777807860033
1300,nonevent,0.5849288592826197
1301,II,0.7821398102600122
1302,II,0.813500644778584
1303,Ib,0.9199852032387161
1304,nonevent,0.0028162261885225654
1305,nonevent,0.031184536177262634
1306,nonevent,0.32718700196203254
1307,II,0.6953706448063213
1308,nonevent,0.09196247866934157
1309,nonevent,0.025041596515478475
1310,Ib,0.9394162309391836
1311,nonevent,0.6494279854694993
1312,II,0.6415540074241225
1313,II,0.8667656775822087
1314,Ib,0.916733383040265
1315,Ib,0.9252661340879357
1316,nonevent,0.041951727440704634
1317,II,0.8241014845717682
1318,nonevent,0.0820647629689026
1319,II,0.7290194504405807
1320,nonevent,0.4893225886811176
1321,nonevent,0.010463089234415883
1322,II,0.5630315488155244
1323,nonevent,0.15842181564198785
1324,nonevent,0.2536572654722102
1325,II,0.6260034740746389
1326,nonevent,0.05953754427050564
1327,II,0.8734046480043203
1328,II,0.6639780126951362
1329,Ib,0.9407603198936638
1330,Ib,0.9672049944857489
1331,Ib,0.9523720526172559
1332,nonevent,0.05866188360011478
1333,II,0.9723888157055018
1334,II,0.8672515946739675
1335,Ib,0.9316737728775749
1336,II,0.5582629705450662
1337,Ib,0.9335124340114317
1338,II,0.7530947714212489
1339,nonevent,0.020283003353284063
1340,II,0.9277234477065094
1341,II,0.958532177631291
1342,Ib,0.977709331559749
1343,Ib,0.943296882532603
1344,nonevent,0.02575067888830965
1345,Ib,0.8814741395734248
1346,nonevent,0.04108607912578474
1347,Ib,0.8142370457927118
1348,II,0.9172880479807528
1349,nonevent,0.006973970404337288
1350,Ib,0.9591669165388484
1351,nonevent,0.46252378970527747
1352,nonevent,0.15577589010163767
1353,II,0.963688700808519
1354,nonevent,0.12951576803282314
1355,II,0.9624360471155693
1356,nonevent,0.4797936481286971
